CompNameCommon,Address,PostalCode,Province,City,Contact,Email,PhoneMain,CompWCBNumber,PermanentlyClosedFlag,CompNameAlias,CompNameLegal,HasActiveHCP,AddressText
Canad Inns,930 Jefferson Ave Suite 3,R2P 1W1,MB,Winnipeg,Lea Ledohowski (President),contact@canadinns.com,204-697-1495,1288802,,,Hospitality Corporation Of Manitoba Inc.,FALSE,930 Jefferson Ave Suite 3
Canada 1 Auto Sales & Leasing,1688 St Matthews Ave,R3H 0A2,MB,Winnipeg,Jim or Dan,,775-2277,09717104,,Canada Auto,64770 Manitoba Ltd,FALSE,1688 St Matthews Ave
Canada 1 R V's,925 Lagimodiere Blvd,R2J 0B1,MB,Winnipeg,Les Murray,,233-4000,0917104,,,Canada One RV,FALSE,925 Lagimodiere Blvd
Canada Bread Company Limited,258 Burnell St,R3G 2A7,MB,Winnipeg,,,786-7611,0455121,,Mcgavin Foods Ltd,,FALSE,258 Burnell St
Canada Car Color Inc,,,MB,,,wpg@canadacarcolor.ca,204-694-5224,,,,,FALSE,
Canada Cases Ltd,583 Plinquet St,R2J 0G3,MB,Winnipeg,MARTIN REGHER/TERRY DALGER,,2333292,0980334,,,,FALSE,583 Plinquet St
Canada Compound Western Limited,Highway 7,R0C 3B0,MB,Teulon,"Orest Demianiw, Supervisor",,886-3610,0832485,,,,FALSE,Highway 7
Canada Culvert,2976 Day St,R2C 2Z2,MB,Winnipeg,,,222-7354,0704767,,West-man Culvert & Metal,,FALSE,2976 Day St
Canada Drug Mart,155 Dublin Ave Suite 9,,MB,Winnipeg,Azahir Ali,,789-0981,,,,,FALSE,155 Dublin Ave Suite 9
Canada Drugs.com - Customer Care,24 Terracon Place,R2J 4G7,MB,Winnipeg,Evelyn Mayor,evelyn.mayor@canadadrugs.com,654-5194,1503929,,Canada Drugs,5177007 Manitoba Ltd,FALSE,24 Terracon Place
Canada Drugs.com - Thorkelson Consulting Ltd.,16 Terracon Place,R2J 4G7,MB,Winnipeg,Evelyn Mayor,evelyn.mayor@canadadrugs.com,654-5194,150393-7,,,Thorkelson Consulting Ltd.,FALSE,16 Terracon Place
Canada Drugs.com (LP),10 Terracon Place,R2J 4G7,MB,Winnipeg,Evelyn Mayor,evelyn.mayor@canadadrugs.com,654-5194,1503879,,,Canada Drugs.com (LP),FALSE,10 Terracon Place
Canada Fibers Ltd.,1090 Kenaston Blvd,R3P 0R7,MB,Winnipeg,Colin Dutton (District Manager),cdutton@gflenv.com,204-987-9600 or 204-430-8155 (Cell),1194539,,Green for LIfe Environmental,GFL Environmental Inc,FALSE,1090 Kenaston Blvd
Canada Goose Inc,250 Bowie Ave,M6E 4Y2,ON,Toronto,Elvina Mancini,emancini@canada-goose.com,"416-780-9850, ext. 237",1666585,,Engineered Apparel Ltd,Canada Goose Inc,FALSE,250 Bowie Ave
Canada In-focus Media Inc,1011 Rosser Ave Suite 500 500,R7A 0L5,MB,Brandon,,,727-4242,9991015,,,,FALSE,1011 Rosser Ave Suite 500 500
Canada Life,,,MB,,,,,,,,,FALSE,
Canada Messenger,1500 Clarence Ave,R3T 1T6,MB,Winnipeg,AL PLESH/DON DUBBIN,,2044538019,0967604,,,,FALSE,1500 Clarence Ave
Canada Metal Western Co Ltd,1221 St James St,R3H 0K9,MB,Winnipeg,Jim Stuart,cmwestern@canadametal.com,774-7455,0000356,,,,FALSE,1221 St James St
Canada Premier Solutions Ltd.,,,MB,,,,,2523280,,,Canada Premier Solutions Ltd.,FALSE,
Canada Safeway Ltd.,,,MB,,,,,,,,,FALSE,
Canada West Shoe Manufacturing Inc,1250 Fife St,R2X 2N6,MB,Winnipeg,Darrel Chorney - Plant Manager,darrellc@canadawestboots.com,204-632-4110,0778308,,,,FALSE,1250 Fife St
Canada Wrap (1982) Ltd.,,,MB,,,,,0885376,,,,FALSE,
Canadameds,881 Main St,R2W 3P2,MB,Winnipeg,Leonne Bilodeau,,927-3765,1283241,,Point Douglas Pharmacy,3894364 Manitoba Ltd,FALSE,881 Main St
Canada's Best Collision and Glass,,,MB,,,,,,,,,FALSE,
Canada's Conklin Shows,P O Box 31,N3T5M3,ON,Brantford,,,,9991026,,,,FALSE,P O Box 31
Canadian Agricultural Safety Association,3325 Pembina Hwy Suite C,R3V 0A2,MB,Winnipeg,Glen G. Blahey,,204.261-4895,,,,,FALSE,3325 Pembina Hwy Suite C
Canadian Anglo Machine & Iron Works Inc,2475 Day St,R2C 2X5,MB,Winnipeg,Rob Lawson,salesinfo@cananglo.ca,222-2788,0885301,,,,FALSE,2475 Day St
Canadian Archery Distributors Ltd,1051 Thomas Ave,R2L 2C1,MB,Winnipeg,Bob Sheboylo,,667-6558,1474840,,,,FALSE,1051 Thomas Ave
Canadian Arena Products,15011 131 Ave,T5V 1S9,AB,Edmonton,,,,,,,,FALSE,15011 131 Ave
Canadian Association Of Recycling Industries,350 Sparks St,K1R 7S8,ON,Ottawa,,,,9910454,,,,FALSE,350 Sparks St
Canadian Auto,2112 Springfield Road,R0E 0K0,MB,Winnipeg,Jessie Geswein; Richard Geswein,,777.63,,,,,FALSE,2112 Springfield Road
Canadian Auto Workers,1376 Grant Ave Suite 105,R3M 3Y4,MB,Winnipeg,Jack Morrison,,487-2210,0843326,,CAW,"National Automobile, Aerospace and Agricultural Implement Workers Union of Canada Local 144",FALSE,1376 Grant Ave Suite 105
Canadian Beverage Container Recycling Association,283 Bannatyne Ave Suite 210,R2B 3B2,MB,Winnipeg,Darrel Olson,dolson@cbcra-acrcb.org,204-942-5431,,,,Canadian Beverage Container Recycling Association,FALSE,283 Bannatyne Ave Suite 210
Canadian Blood Services,777 William Ave,R3C 1V4,MB,Winnipeg,Sheryl Chalmers - Manager QA/Cochair,www.bloodservices.ca,789-1000,1285006,,,,FALSE,777 William Ave
Canadian Broadcasting Corporation,541 Portage Ave,R3C 2Z9,MB,Winnipeg,,,,9910308,,,,FALSE,541 Portage Ave
Canadian Bronze Company,15 Bury St,R3E 2X7,MB,Winnipeg,"Gary Lane, Division Manager",,786-6821,0007005,,,,FALSE,15 Bury St
Canadian Canola Growers Association,1661 Portage Ave Suite 400,R3J 3T7,MB,Winnipeg,"Carol Ann DRACASS, Exec Asst  to Gen Mgr",carolannd@ccga.ca,204-789-8812,1276849,,,,FALSE,1661 Portage Ave Suite 400
Canadian Cartridge Services Inc,30 Watt St,R2L 1R6,MB,Winnipeg,,,,1202886,,,,FALSE,30 Watt St
Canadian Cellulose Insulation,14 Archibald St,R2J 0V8,MB,Winnipeg,ANDY BLATZ/TIM BOONSTRA,,,0741900,,,Can-cell Industries Manitoba,FALSE,14 Archibald St
Canadian Centre for Child Protection,615 Academy Road,R3N 0E7,MB,Winnipeg,"Chelsea Kroeker, Administrative",,945-5735,,,,,FALSE,615 Academy Road
Canadian Choral Centre Inc,550 Century St Suite 310,R3H 0Y1,MB,Winnipeg,JUDY PRINGLE,,,0984070,,,,FALSE,550 Century St Suite 310
Canadian Cold Beverages Inc,45137-a 210 Hwy,R0A 0Z0,MB,Marchand,Gabrielle McCulloch,,1-204-424-5479,,,,,FALSE,45137-a 210 Hwy
Canadian Corps of Commissionaires,290 Burnell St,R3G 2A7,MB,Winnipeg,Gerald P Franc,cintsvc@commissionaries.mb.ca,942-5993 ext 221,0524421,,,,FALSE,290 Burnell St
Canadian Corrosion Control Inc,688 A Mission St,R2J 0A3,MB,Winnipeg,R. LANGLOIS/W. DROSDOSKI,,2042351444,1079631,,,,FALSE,688 A Mission St
Canadian Countertops,,,MB,,,,,,,,,FALSE,
Canadian Credit Centre,,,MB,,,,204-415-1973,,,,,FALSE,
Canadian Custom Cabinets and Countertops Inc,1079 Wellington Ave Suite 115,R3E 3E8,MB,Winnipeg,Garvin De La Mothe,ccccinc@shaw.ca,775-2221,1248301,,,,FALSE,1079 Wellington Ave Suite 115
Canadian Deafblind Association (CDBA),1100 Concordia Ave Suite 210,R2K 4B8,MB,Winnipeg,Sandy Owczar,sandyowczar@mts.net,949-3730,,,,,FALSE,1100 Concordia Ave Suite 210
Canadian Deck Company,,,MB,,Marc Comte,,204-888-3325,,,,,FALSE,
Canadian Diabetes Association,310 Broadway Suite 102 102,R3B 2B5,MB,Winnipeg,,,925-3800,0841593,,,,FALSE,310 Broadway Suite 102 102
Canadian Diagnostic Imaging,,,MB,,Robert Martineau (Owner),cdi@mymts.net,204-668-9011,,,,,FALSE,
Canadian Energy,,,MB,,Iain Fudge (Branch Manager),ifudge@cdnrg.com,204-296-8827,,,,,FALSE,
Canadian Erectors Ltd,23 Smith St,L2R 6Y6,ON,St Catherines,,,,0900191,,,,FALSE,23 Smith St
Canadian Federation of Independent Business,294 Portage Ave Suite 904,R3C 0B9,MB,Winnipeg,Janice Storozuk,,982-0817,,,,,FALSE,294 Portage Ave Suite 904
Canadian Fish Guys,,,MB,,,info@canadianfishguys.com,204-378-5510,1298025,,,,FALSE,
Canadian Footwear,128 Adelaide St,R3A 0W5,MB,Winnipeg,Allan Heaton,,"204-944-7463, ext. 231",0880278,,,Canadian Footwear Ltd,FALSE,128 Adelaide St
Canadian Garden Prairie Pure Products Inc,,R1N 3N9,MB,Portage La Prairie,Kelly Beaulieu,,204-857-3329 / 204-871-0753,1786268,,,,FALSE,
Canadian Garment Company,290 Mcdermot Ave Suite 7,R3B 0T2,MB,Winnipeg,,,,1093400,,,,FALSE,290 Mcdermot Ave Suite 7
Canadian Gold Beverages (2012) Inc,45137 A 210 Hwy,R0A 0Z0,MB,Marchand,Gabrielle McCulloch or P.C. De Jong (President),peter@canadiangoldbeverages.com,204-424-5479,1904002,,,Red River Equipment (2007) Inc,FALSE,45137 A 210 Hwy
Canadian Goodwill Industries,70 Princess St,R3B 1K2,MB,Winnipeg,Douglas McKechnie  presidentMs Terry Bergen,,943-6435,0136788,,,Canadian Goodwill Industries Corp,FALSE,70 Princess St
Canadian Guide Rail Corporation,325 Hespeler St,R0A 2A0,MB,Steinbach,Gord Kitchur,gkitchur@monteferroamerica.com,326-4464 ext 31,1048552,,,Monteferro America,FALSE,325 Hespeler St
Canadian Home Trends Magazine,20 Centre Ave,R0A 0C0,MB,Blumenort,Marc Atiyolil - co-owner,marc@canadiantrends.ca,204.346.0130,,,,,FALSE,20 Centre Ave
Canadian Human Rights Museum,,,MB,,,,,,,,,FALSE,
Canadian Icetival,,,MB,,,,,,,,,FALSE,
Canadian Icetival,,,MB,,,,,,,,,FALSE,
Canadian Inn Ltd,Box 484,R7A 5Z4,MB,Brandon,,,,1472612,,,,FALSE,Box 484
Canadian International Grains Commission,303 Main St Suite 1000,R3C 3G7,MB,Winnipeg,,,983-5344,0668822,,,,FALSE,303 Main St Suite 1000
Canadian Kraft Papers Industries Limited,3000 28th St,V1T 6M1,BC,Vernon,Andre Murphy (GM),andre.murphy@ckpi.com,204-623-8614 (Office) or 204-623-0433 (Cell),2442721,,,,FALSE,3000 28th St
Canadian Kraft Papers Industries Limited,3000 28th St,V1T 6M1,BC,Vernon,Andre Murphy (GM),andre.murphy@ckpi.com,204-623-8614 (Office) or 204-623-0433 (Cell),2442721,,,,FALSE,3000 28th St
Canadian Linen & Uniform Service Inc.,,,MB,,Mike Cassells,mike.cassells@canadianlinen.com,204-726-0283,,,,,FALSE,
Canadian Linen And Uniform Service Inc,1860 King Edward St,R2R 0N2,MB,Winnipeg,"Ron Koswin, Production Manager",sherri.chimilar@canadianlinen.comron.koswin@canadianlinen.com,204-480-5550,1246503,,,,FALSE,1860 King Edward St
Canadian Linen Supply Company Ltd,372 Burnell St,R3G 2A9,MB,Winnipeg,,,633-7261,0011502,,,,FALSE,372 Burnell St
Canadian Liquid Air Ltd,1650 Field St,R3E 3H8,MB,Winnipeg,,,,0000935,,,,FALSE,1650 Field St
Canadian Lumber Ltd,139 North Railway Ave,R6W 4A5,MB,Winkler,Henry Friesen (Owner),,204-325-5319,1009463,,Tim-Br Mart,Canadian Lumber Ltd,FALSE,139 North Railway Ave
Canadian Manufacturers & Exporters/Manitoba Div,,,MB,,Janell Stewart,Janell.Stewart@cme-mec.ca,204-949-1454,,,,,FALSE,
Canadian Manufacturers and Exporters (CME),1 Wesley Suite 100,R2C 3Z2,MB,Winnipeg,Jayson Myers (President & CEO),jayson.myers@cme-mec.ca,"613-238-8888, ext. 4231",9019571,,Canadian Manufacturers Association,,FALSE,1 Wesley Suite 100
Canadian Marketing Concepts,1224 Sherwin Road,R3H 0V3,MB,Winnipeg,,,,1005537,,,71701 Manitoba Ltd,FALSE,1224 Sherwin Road
Canadian Masonry Corporation,451 St Catherine W,H3B 1B1,PQ,Montreal,Paul Sauve,,514-842-7411,,,,,FALSE,451 St Catherine W
Canadian Mechanical Specialty,55 Myrtle,R3E 2R3,MB,Winnipeg,,cms@cmsltd.mb.ca,204-774-0285,874735,,,,FALSE,55 Myrtle
Canadian Mennonite University,500 Shaftesbury Blvd,R2P 2N2,MB,Winnipeg,Elwood Wiebe,,487-3300,0494799,,,,FALSE,500 Shaftesbury Blvd
Canadian Mental Health Association,432 Ellice Ave,R3B 1Y4,MB,Winnipeg,Nancy Tester,,982-6100,0946715,,,,FALSE,432 Ellice Ave
Canadian Mental Health Association,930 Portage Ave,R3G 0P8,MB,Winnipeg,Pam PorthExecutive Assistant,pporth@cmhawpg.mb.ca,204-982-6353,,,,,FALSE,930 Portage Ave
"Canadian Mental Health Association, Thompson Region Inc.",930 Portage Ave,R3G 0P8,MB,Winnipeg,Pam PorthExecutive Assistant,pporth@cmhawpg.mb.ca,204-982-6353,1078427,,,,FALSE,930 Portage Ave
Canadian Motors Ltd,2626 Victoria Ave,R7B 0M8,MB,Brandon,,,,0399980,,,,FALSE,2626 Victoria Ave
Canadian National Institute For The Blind,1080 Portage Ave,R3G 3M3,MB,Winnipeg,Donna Hicks,,774-5421,0039693,,,,FALSE,1080 Portage Ave
Canadian National Railways - FEDERAL JURISDICTION,Pandora Road,,MB,Winnipeg,,,,0050054,,,,FALSE,Pandora Road
Canadian Natural Resources Limited,,,MB,,,,,1233279,,,,FALSE,
Canadian Northern Railway LtdFederal Jurisdiction,Box 442 Station Main,R3C 2H6,MB,Winnipeg,Simon De Rothjschild,,949-1488; cell: 880-4779,1471184,,,,FALSE,Box 442 Station Main
Canadian Nuclear Laboratories,,,MB,,,,,2198117,,,,FALSE,
Canadian Occidental Petroleum Ltd,Box 1500,R7A 6A6,MB,Brandon,,,,0779470,,,,FALSE,Box 1500
Canadian Oxy Chemicals Ltd,Box 1500,R7A 6A6,MB,Brandon,,,,0779470,,,,FALSE,Box 1500
Canadian Parents for French Manitoba Inc.,475 Provencher Blvd Suite 101,R2J 4A7,MB,Winnipeg,Janet Steinthorson,,222-6537,,,,,FALSE,475 Provencher Blvd Suite 101
Canadian Photonic Labs Inc,45 Main St,R0J 1E0,MB,Minnedosa,"Mark Wahoski, Employer, owner",,867-3141,9856147,,,,FALSE,45 Main St
Canadian Plains Energy Services,,,MB,,,info@cpenergy.ca,1.204.748.2962,,,,,FALSE,
Canadian Prairie Garden Puree Products Inc,810 Phillips St,R1N 3J9,MB,Portage La Prairie,Kelly Beaulieu,,1-204-856-1197,,,,,FALSE,810 Phillips St
Canadian Printing Equipment Ltd,199 Omands Creek Blvd Suite 13,R2R 1V9,MB,Winnipeg,,,(204)694-3032,1345818,,,,FALSE,199 Omands Creek Blvd Suite 13
Canadian Propeller Ltd,462 Brooklyn St,R3J 1M7,MB,Winnipeg,Maurice Wills,info@canadianpropeller.com,832-8679,1095884,,,,FALSE,462 Brooklyn St
Canadian Property Maintenance Inc,640 Logan Ave,R3A 0S7,MB,Winnipeg,Carl Chester,,981-7373,1231372,,,,FALSE,640 Logan Ave
Canadian Property Stars,,,MB,,,,,,,,,FALSE,
Canadian Property Stars,,,MB,,,,,,,,,FALSE,
Canadian Property Stars,,,MB,,,,,,,,,FALSE,
Canadian Quality Inspections Ltd,,,MB,,,,,1836519,,,Canadian Quality Inspections Ltd,FALSE,
Canadian Red Cross,,,MB,,,,,,,,,FALSE,
Canadian Red Cross Society,240 Graham Ave Suite 504,R3C 0J7,MB,Winnipeg,Sarah Crowley - Provincial Operations Manager,sarah.crowley@redcross.ca,982-7330,0964742,,,,FALSE,240 Graham Ave Suite 504
Canadian Roofing,,R0A 0V0,MB,Kleefeld,Sam Guimond,,204.781.0599,677203,,,,FALSE,
Canadian Safety Anchors Inspections,799 Farewell St,L1H 6N4,ON,Oshawa,"Don Farrell, cell",email don@csai.ca,1-905-404-2688 or 1-800-565-5158,,,,,FALSE,799 Farewell St
Canadian Serval Industries,35153 Garven Road 66 N,R0E 0Y0,MB,Hazelridge,,info@highspeedcrow.ca,1-204-755-3473,1318252,,,,FALSE,35153 Garven Road 66 N
Canadian Standards Association,178 Rexdale Blvd,M9W 1R3,ON,Rexdale,,,,0435164,,,,FALSE,178 Rexdale Blvd
Canadian Stationery Company,684 Mission St,R2J 0A3,MB,Winnipeg,,,,0866327,,,J C F Investments Ltd,FALSE,684 Mission St
Canadian Structural Inspection,601 Bowman Ave Suite 36CA,R2K 1P7,MB,Winnipeg,Craig Thompson,csisl@shaw.ca,663-7775 or Elayne - 981-3744,1115104,,,Canadian Structural Inspection Services Ltd,FALSE,601 Bowman Ave Suite 36CA
Canadian Super Shop Ltd,1775 Portage Ave,R3J 0E8,MB,Winnipeg,,,,0865030,,,,FALSE,1775 Portage Ave
Canadian Thoroughbred Horse Society,,,MB,,,,,,,,,FALSE,
Canadian Tire,,,MB,,,,,1615418,,,,FALSE,
Canadian Tire,,,MB,,Helen Loewen (Store Manager),hloewen358@yahoo.ca,204-325-4688,1485119,,,D&L Dunseath Enterprises Limited,FALSE,
Canadian Tire,131 PTH 12 N,R5G 1T5,MB,Steinbach,Pauline Lambert,P.Lambert203@gmail.com,204-326-3436,,,,,FALSE,131 PTH 12 N
Canadian Tire,60 Selkirk Ave,R8N 0M8,MB,Thompson,Louis Pollastrone (Manager),lpollastrone@mail.com,204-778-8888,,,,Pieter Ciere Enterprises Inc. doing business as Canadian Tire Store,FALSE,60 Selkirk Ave
Canadian Tire,1711 Kenaston Blvd,R3Y 1V5,MB,,Andrew Ward (Store Manager),,204-269-9630,1503176,,B.C. Goodwin Merchandising,Rezansoff Enterprises Ltd.,FALSE,1711 Kenaston Blvd
Canadian Tire,,,MB,,Stuart Cruse (GM),,204-728-5801,1419142,,W.A. Hutchinson Ltd.,H.J. Nurkkala Investments (Canada) Inc.,FALSE,
Canadian Tire,131 PTH 12 N,R5G 1T5,MB,Steinbach,,,,1419142,,WA Hutchison Ltd,HJ Nurkkala Investments (Canada) Inc,FALSE,131 PTH 12 N
Canadian Tire,750 St. James St,R3G 3J7,MB,Winnipeg,Ms. Kerry Korbin,,943-0311 ext. 805,1196757,,D M Dillabough Holdings Limited,Paul England Sales Ltd.,FALSE,750 St. James St
Canadian Tire,,,MB,,Raj Soman (Owner),,"204-687-7887, Ext. 223",2300689,,,Dorazio Retail Group Inc,FALSE,
Canadian Tire,131 PTH 12 N,R5G 1T5,MB,Steinbach,Pauline Lambert,P.Lambert203@gmail.com,204-326-3436,1557396,,,Unilowsky Holdings Inc.,FALSE,131 PTH 12 N
Canadian Tire,131 PTH 12 N,R5G 1T5,MB,Steinbach,Pauline Lambert,P.Lambert203@gmail.com,204-326-3436,1419142,,W.A. Hutchison Ltd,H.J. Nurkkala Investments (Canada) Inc.,FALSE,131 PTH 12 N
Canadian Tire,3615 Portage Ave,R3K 2G6,MB,Winnipeg,Lisa Matthews,,888-0280 ext. 266,1503176,,,Rezansoff Enterprises Limited,FALSE,3615 Portage Ave
Canadian Tire,1500 Main St S,,MB,Dauphin,Stefan Bortolussi (owner),Stefan.Bortolussi@gmail.com,204-638-9203,1806926,,"Brad Borland Enterprises,W.A. Hutchison Ltd",Bortolussi Enterprises Ltd.,FALSE,1500 Main St S
Canadian Tire,2445 Saskatchewan Ave W,,MB,Portage La Prairie,Eric Mak,,857-3408,1287978,,,Kimberley Mak Enterprises Inc,FALSE,2445 Saskatchewan Ave W
Canadian Tool & Die Ltd,1331 Chevrier Blvd,R3T 1Y4,MB,Winnipeg,Laura Kusko - Human Resource Manager,lkusko@thectdgroup.com,204-453-6833,0730770,,CTD Machine Works CTD Machine Works Canadian Tool & Die Ltd,Canadian Tool & Die Ltd,FALSE,1331 Chevrier Blvd
Canadian Union of Public Employees,275 Broadway Ave Suite 703,R3C 4M6,MB,Winnipeg,Acting John Lepine,,942-0343,0550319,,,,FALSE,275 Broadway Ave Suite 703
Canadian Utilities Construction Corp,57075 Symington Road,R2J 4E6,MB,Springfield,Jim Moore,j.moore@cuccorp.com,204-255-1195 Cell: 403-968-5992,,,,,FALSE,57075 Symington Road
Canadian Wilderness Inn,306 Mountain St,R0K 0E0,MB,Boissevain,,jacquie@canadianwildernessinn.com,204-534-7155,,,,,FALSE,306 Mountain St
Canaid First Aid and Safety Supply,,,MB,,,,,,,,,FALSE,
CanAlta Group,1441 Aviation Park NE,T2E 8M7,AB,Calgary,,,403-236-2071,,,,,FALSE,1441 Aviation Park NE
Canalta Hotel,1441 Aviation Park NE,T2E 8M7,AB,Calgary,,,403-236-2071,,,,,FALSE,1441 Aviation Park NE
CAN-AM Auto Glass & Supplies,,,MB,,,,,,,,,FALSE,
Canam Bioresearch Inc,1200 Waverley St Suite 6,R3T 0P4,MB,Winnipeg,,,487-2328,,,,,FALSE,1200 Waverley St Suite 6
Can-American Corrigating Co Ltd,,R0K 1J0,MB,Margaret,Paul Waldner,,776-2081,1129352,,,,FALSE,
Can-American Corrugating Co Ltd,,,MB,,,,,1129352,,Can Am Colony,,FALSE,
Canarc Construction,19486 60 Ave,V3S 3S7,BC,Surrey,,,,,,,,FALSE,19486 60 Ave
Canart Plumbing & Backhoe,,R0M 0H0,MB,Elkorn,Dan Canart,,845-2494,,,,,FALSE,
Canarts Assiniboine Service 89,123 Miniota Road,R0M 1M0,MB,Miniota,Larry Canart,,204-567-3635,,,,,FALSE,123 Miniota Road
Cancade CBI Company Ltd.,1651 12th St,R7A 7L1,MB,Brandon,Murray and Lyn Regher (Owners) or Michelle Augustyne (S&H),michelle.augustyne@cancade.com,204-728-4450,2339273,,Cancade Company,,FALSE,1651 12th St
Cancade Restoration,215 College Ave,R7A 7E2,MB,Brandon,Rene Gareau,,204-728-8909,916007,,,,FALSE,215 College Ave
CanCar Auto Service,,,MB,,,,,,,,,FALSE,
Can-Cell Industries (Man) Inc,14 Archibald St,R2J 0V8,MB,Winnipeg,Andy Blatz,,233-8526,0741900,,,,FALSE,14 Archibald St
CancerCare Manitoba,675 McDermot Ave,R3E 0V9,MB,Winnipeg,,,204-787-4143,0550152,,Manitoba Cancer Research Foundation,,FALSE,675 McDermot Ave
Canco,,,MB,,,,,,,,,FALSE,
Candlewood Homes,,,MB,,,,,,,,,FALSE,
Can-Do Plumbing,61 Hemlock Cres,R8N 0R5,MB,Thompson,Blair Cormier,,677-4000,,,,,FALSE,61 Hemlock Cres
Cando Rail Services Ltd.,830 Douglas St,R7A 7B2,MB,Brandon,Norm Bootsman (Safety Coordinator),norm.bootsman@candoltd.com,204-725-2627,0767889,,Cando Contracting Ltd,,FALSE,830 Douglas St
Candor Projects,,,MB,,,,,,,,,FALSE,
Candu Electric,26 Leatherwood Cres,R2G 3M9,MB,Winnipeg,,,668-1775,,,,,FALSE,26 Leatherwood Cres
CaNickel Mining Ltd,West Hastings St W,M5H 2M5,BC,Vancouver,Derek Liu,,416-861-5899,1514249,,Crowflight Minerals Inc,,FALSE,West Hastings St W
Canital Granite Ltd,100 Hoka St,R2C 3N2,MB,Winnipeg,Murray Leighton,,204-224-2286,0962548,,,Canital Granite Ltd,FALSE,100 Hoka St
Canlan Ice Sports,6501 Sprott St,V3B 3B9,BC,Burnaby,Anna Penko,,604-291-0626,1171347,,,Highlander Sportsplex,FALSE,6501 Sprott St
Canline,,,MB,,,,403.444.8189 (Calgary Office),,,,,FALSE,
Canmak Roofing,381 Belmont Ave,R2V 0Y9,MB,Winnipeg,Ljupco Gjorgevski,info@canmak.ca,334-7370,1554807,,,,FALSE,381 Belmont Ave
Canmak Roofing and Fencing,,,MB,,Ljupco Gjorgievska (Owner),ljupco@canmak.ca,204-334-7370,1554807,,,,FALSE,
Canmark Agro Ltd,,,MB,Roblin,Memori Kramer,,204-937-4597,,,,,FALSE,
Canmark Family Farming,,,MB,,,,,,,,,FALSE,
Canmark Family Farming,,,MB,,,,,,,,,FALSE,
Canmark Family Farming Ltd,,,MB,Roblin,"Memori Kramer,",canmark2@inetlink.ca,(204) 937-4597,1379254,,,Canmark Family Farming Ltd,FALSE,
Canmark Industries Ltd,,,MB,,,,,1508001,,,,FALSE,
Canmark Manufacturing,735 B 3rd St,R7A3A3,MB,Brandon,,,,1275064,,,Ray Cancade,FALSE,735 B 3rd St
Canmine Resources Corporation,36 McArthur Ave,R0E 1A0,MB,Lac Du Bonnet,Kevin McMurren,,,1258474,,,,FALSE,36 McArthur Ave
Canoak Flooring Ltd,4835 Portage Ave,R4H 1C7,MB,Headingley,William Eva,,888-3045,1321421,,,,FALSE,4835 Portage Ave
Can-Oat Milling,1 Can-Oat Drive,R1N 3W1,MB,Portage La Prairie,Ric Adamski,ric.adamski@can-oat.com,204-857-9700,,,,,FALSE,1 Can-Oat Drive
Canotech Consultants Ltd,544 Prest Ave,R2V 4R9,MB,Winnipeg,Bob Fardoe,tfardoe@mts.net,334-0096,1068907,,,,FALSE,544 Prest Ave
Canotech Consultants Ltd.,,,MB,,,,,,,,,FALSE,
Canotech Consultants Ltd.,,,MB,,,,,,,,,FALSE,
Can-Par Insulation,Box 2962,R5G 1P3,MB,Steinbach,Dennis Kehler - Worker,rtkehler@hotmail.com,204-335-8473,,,,,FALSE,Box 2962
Canpar Transport L P,750 Berry St,R3H 0S6,MB,Winnipeg,Rob Thomson,,783-9335,,,,,FALSE,750 Berry St
CanPay Software Inc,,,MB,,,,,,,,,FALSE,
Canplore Equipment Inc,83 Churchill Drive Suite 302,R3N 0L6,MB,Thompson,Shad Bastarache,sbastarache@canplore.com,677-8242,,,,,FALSE,83 Churchill Drive Suite 302
Can-Pro Heating & Ventilation,485 St Mary's Road,R2M 3L1,MB,Winnipeg,,,,885574,,,,FALSE,485 St Mary's Road
Canroc Masonary,4426 Grant Ave,R3R 0L3,MB,Winnipeg,Jason Oberlander,canroc@shaw.ca,228-9737,,,,,FALSE,4426 Grant Ave
CanSat Processors Ltd,,,MB,,Paul Bobbee (Owner) or Dale Dalketih (Manager),cansatprocessors@outlook.com OR qc.cansatprocessors@outlook.com,204-442-0001,2298529,,,CanSat Processors Ltd,FALSE,
Canstar,2030 Notre Dame Ave,R3H 0J8,MB,Winnipeg,,,,,,,,FALSE,2030 Notre Dame Ave
Canstar Community News,1355 Mountain Ave,R2X 3B6,MB,Winnipeg,Gerry Dorge,,949-8650,0592725,,Transcontinental Media,,FALSE,1355 Mountain Ave
Canstar Industries INC.,26 Main St,R0G2P0,MB,Starbuck,Romeo Saltiss,canstar@mts.net,204-735-2218,,,,,FALSE,26 Main St
Cantil Exports,,,MB,Winnipeg,Murray Laighton,muss607@gmail.com,224-2286,,,,,FALSE,
Canton Buffet,1111 Logan Ave,R3E 1R1,MB,Winnipeg,Maggie Chen,,786-8860,,,,4099134 Manitoba Ltd,FALSE,1111 Logan Ave
Cantors Grocery Ltd,1445 Logan Ave,R3E 1S1,MB,Winnipeg,Joe Cantor,,774-1679,0408716,,,,FALSE,1445 Logan Ave
Canuck Amusements Ltd,Box 170 Group 327 RR 3,R1A 2A8,MB,Selkirk,Bob Mills,cunuckamusements@yahoo.ca,204-781-4420,0978007,,,Canuck Amusements Ltd,FALSE,Box 170 Group 327 RR 3
